"(x1, x2)",y,mean,variance,std,mae,time
"(0.13106204641604968, -0.3946204655910095)",-0.16731986781526897,5.522313524649125,19.938443261901796,4.465248398678599,7.435613524649123,0.002763999999956468
"(-0.7795778250191003, -1.0747596114587321)",-1.3904708132146366,2.440223190925129,9.433294280925171,3.0713668424538887,4.35352319092513,0.003998299999921073
"(-0.7795778250191003, -1.0747596114587321)",-1.3904708132146366,0.09490177122448211,2.11510645891125,1.4543405580919655,2.008201771224482,0.0053714999999101565
"(-0.7795778250191003, -1.0747596114587321)",-1.3904708132146366,-0.42419382488185225,1.0971918582010072,1.0474692636068168,1.4891061751181478,0.006597399999918707
"(-0.7795778250191003, -1.0747596114587321)",-1.3904708132146366,-0.8457305305991969,2.634215207393468,1.6230265578213647,1.067569469400803,0.007819299999937357
"(0.9393249677807054, -0.2063751466721473)",1.056768295540848,-0.5415514403558612,18.25360121573257,4.272423342288609,1.3717485596441386,0.009034799999994902
"(0.0015292169486542662, -1.0946799629545167)",-1.425398851808402,-0.4778231903489817,10.261028241664913,3.203283977680548,1.4354768096510182,0.01021220000006906
"(-0.31094221007135037, -2.872464522417131)",0.8884504609309003,-0.07585200938418271,1.636183342967146,1.2791338252767557,1.8374479906158174,0.01140110000005734
"(-0.31124738588898015, -0.260962517376246)",0.27550210415312815,-0.6229659562620966,1.3970116652235958,1.1819524801038304,1.2903340437379034,0.01263810000000376
"(-0.3112855328661839, -1.2453843647699792)",-1.7738922085205129,0.6297058273782395,27.356171720594865,5.230312774643106,2.5430058273782397,0.013850200000092627
"(-0.3112855328661839, -1.2453910404909898)",-1.7738965204907609,-0.8568923968626854,11.864754129550786,3.444525240080378,1.0564076031373146,0.01520190000007915
"(-0.3112855328661839, -1.2453910404909898)",-1.7738965204907609,-0.8945132644913029,4.00960278274764,2.0023992565788773,1.018786735508697,0.016431100000090737
"(-0.3112855328661839, -1.2453910404909898)",-1.7738965204907609,-1.3826198520195825,0.500161006814093,0.7072206210328521,0.5306801479804174,0.01762880000012501
"(-0.3106763733239619, -1.2453810269094738)",-1.7736566018415343,-1.4920842431604102,0.4572725339281458,0.6762192942590043,0.42121575683959006,0.018847400000140624
"(-0.3112855328661839, -1.2456046635633307)",-1.7740344329496658,-1.7122585467271918,0.01946731436839002,0.13952531801931153,0.20104145327280812,0.020050900000228467
"(-0.3112855328661839, -1.2456046635633307)",-1.7740344329496658,-1.5823264434198405,0.2474779816430111,0.4974715887797122,0.3309735565801595,0.021262500000148066
"(-0.25756505221903947, -1.4865714891638147)",-1.8046384870432686,-1.539222966842138,0.819091938500533,0.9050369818413682,0.37407703315786184,0.022491200000104072
"(-0.25756505221903947, -1.4865714891638147)",-1.8046384870432686,-0.5057936891092332,4.3042482564395055,2.0746682280402102,1.4075063108907666,0.02380900000002839
"(-0.25756505221903947, -1.4865714891638147)",-1.8046384870432686,0.8078132856955904,4.656585134959753,2.1579122166945885,2.7211132856955906,0.025048500000025342
"(-0.25756505221903947, -1.4865714891638147)",-1.8046384870432686,0.6668760468886319,23.77089079387869,4.875540051510057,2.5801760468886314,0.02626410000004853
"(-0.33616689874731287, -1.4865714891638147)",-1.85717777436547,-1.1392558685554781,1.1648600991245102,1.0792868474712876,0.774044131444522,0.027453900000068643
"(-0.10987426160267133, -1.4865714891638147)",-1.6559931456898558,0.25874732014142676,34.60925345729595,5.882962982825572,2.1720473201414268,0.0286942000000181
"(-0.3741434066466578, -1.4724197950863593)",-1.8758400244501776,-1.765727780651608,0.0678819880394645,0.26054172034333484,0.1475722193483917,0.029907500000035725
"(2.437732867924317, -1.4861425740888803)",9.839182270178688,-1.2491572251546157,6.6963516281743365,2.5877309806419864,0.6641427748453843,0.03163690000008046
"(2.437732867924317, -1.4861425740888803)",9.839182270178688,-1.7534278497440199,0.10521978336819729,0.32437599073944623,0.1598721502559802,0.032842300000083924
"(-0.37445215874340043, -1.4859055859930022)",-1.8761262027855867,1.1790786749135502,28.22946998056478,5.313141253586694,3.09237867491355,0.03410710000002837
"(-0.37445215874340043, -1.4859055859930022)",-1.8761262027855867,-0.6588270313130455,13.582091774013216,3.68538895830728,1.2544729686869547,0.03532979999999952
"(-0.3735372273370299, -1.4859064204581285)",-1.8757247886307908,-0.9265695027024524,16.615166550784323,4.076170574299403,0.9867304972975477,0.03655119999996259
"(-0.9997603892994391, -1.4858989102719915)",-1.5886752025153976,-1.8758751479273506,8.815573600884363e-07,0.0009389128607535613,0.03742485207264958,0.03772849999995742
"(0.8947639339880864, -1.2673658451278025)",0.8002046298608372,-1.790240744120427,0.01420521029667654,0.119185612792302,0.12305925587957275,0.038918599999988146
"(0.8947639339880864, -1.2673658451278025)",0.8002046298608372,-1.0002738478037556,3.068647613308146,1.7517555803559315,0.9130261521962441,0.04014730000005784
"(-0.3749105185163639, -1.486119209065343)",-1.8763245988755965,-0.4460864388787714,11.560778820899005,3.4001145305561407,1.4672135611212285,0.04135170000006383
"(2.136066572197267, -1.4861175401350903)",7.805969865199778,-1.1054754476471256,10.912918405500301,3.30347066060837,0.8078245523528746,0.04303860000015902
"(2.136066572197267, -1.4861175401350903)",7.805969865199778,-1.651559740708476,0.1989902667384488,0.4460832509055331,0.2617402592915238,0.04425570000012158
"(-0.37491171060940154, -1.5408050466543493)",-1.8714401394661615,0.8078620160447482,18.146761888148728,4.259901628928622,2.7211620160447483,0.04545830000017759
"(-0.37491171060940154, -1.5408050466543493)",-1.8714401394661615,-0.9752770090437124,11.102585169010732,3.332054196589655,0.9380229909562875,0.04667080000012902
"(-0.9999201297664797, -1.2673608383370445)",-1.3640994816001304,-0.7210842435171904,17.100462662719938,4.135270567051198,1.1922157564828093,0.047881600000096114
"(-0.9999201297664797, -1.2673608383370445)",-1.3640994816001304,-0.47715208080019,15.719131493897445,3.964735992963144,1.4361479191998099,0.04910290000009354
"(-0.9999201297664797, -1.2673608383370445)",-1.3640994816001304,-1.4196761036595857,3.6548465257994964,1.9117652904578786,0.4936238963404139,0.050282900000070185
"(-0.37247864871962655, -1.4861709459031756)",-1.8752543887420798,-0.9309419979273341,2.7279027896432306,1.6516363975291992,0.9823580020726655,0.05145200000004024
